retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city,eopen,tenure,recency
1,2011-10-13,2011-10-13,2013-03-20,43,20.93023256,13.95348837,90.56,0.011450382,0,0,0,Thursday,DEL,10,1.4356164383561645,5.704109589041096
0,2013-03-25,2013-03-25,2013-08-18,6,83.33333333,0.0,66.12,0.054794521,1,0,0,Monday,DEL,5,0.4,5.2904109589041095
0,2012-08-10,2012-10-23,2013-03-20,7,85.71428571,0.0,29.59,0.02027027,1,0,0,Thursday,DEL,6,0.6082191780821918,5.704109589041096
1,2012-12-12,2013-04-29,2013-04-29,46,13.04347826,0.0,39.25,0.0,0,0,0,Saturday,BLR,6,0.3780821917808219,5.594520547945206
1,2013-04-20,2013-04-20,2013-04-20,44,9.090909091,0.0,104.58,0.0,0,0,0,Tuesday,MAA,5,0.0,5.619178082191781
1,2010-09-14,2010-09-16,2014-01-13,48,50.0,20.83333333,99.09,0.115226337,1,0,0,Tuesday,DEL,24,3.334246575342466,4.884931506849315
1,2011-10-07,2011-11-07,2014-06-01,51,5.882352941000001,0.0,92.13,0.017582418,0,0,0,Tuesday,DEL,3,2.652054794520548,4.504109589041096
1,2011-01-25,2011-09-23,2014-06-01,43,20.93023256,11.62790698,39.24,0.08492823,1,1,0,Wednesday,BOM,10,3.350684931506849,4.504109589041096
1,2011-09-11,2011-11-16,2013-10-16,31,96.77419355,22.58064516,79.05,0.002857143,1,0,0,Friday,BOM,31,2.0986301369863014,5.1287671232876715
0,2011-09-18,2011-09-26,2013-04-08,0,0.0,0.0,165.78,0.02359882,0,0,0,Tuesday,BOM,0,1.5561643835616439,5.652054794520548
1,2012-02-29,2012-03-13,2013-11-03,37,56.75675676,8.108108108,67.58,0.019283747,1,0,0,Friday,DEL,22,1.6794520547945206,5.079452054794521
1,2013-06-14,2013-06-14,2013-06-14,46,15.2173913,0.0,94.13,0.0,1,0,0,Saturday,BLR,7,0.0,5.468493150684932
0,2013-02-23,2013-04-27,2013-04-27,0,0.0,0.0,69.34,0.0,0,0,0,Tuesday,BOM,0,0.1726027397260274,5.6
0,2013-02-02,2013-06-29,2013-06-29,2,100.0,0.0,30.99,0.0,0,0,0,Monday,BOM,2,0.40273972602739727,5.427397260273972
1,2012-08-28,2013-04-22,2014-01-15,80,43.75,16.25,45.38,0.029850746,1,0,1,Thursday,MAA,35,1.3835616438356164,4.879452054794521
1,2011-07-25,2011-07-25,2014-01-15,61,6.557377048999999,1.6393442619999998,116.4,0.038674033,0,0,0,Friday,BOM,4,2.4794520547945207,4.879452054794521
1,2011-05-28,2011-06-20,2013-07-25,41,43.90243902,2.43902439,119.3,0.020887728,0,0,0,Monday,BOM,18,2.1616438356164385,5.3561643835616435
1,2012-02-10,2012-02-10,2013-03-11,45,24.44444444,4.444444444,89.24,0.035264484,1,0,0,Thursday,MAA,11,1.082191780821918,5.728767123287671
0,2012-12-18,2013-11-01,2013-11-01,5,100.0,0.0,61.33,0.0,0,0,0,Friday,DEL,5,0.8712328767123287,5.0849315068493155
0,2008-08-10,2009-07-20,2014-01-18,22,18.18181818,4.545454545,94.2,0.109555691,1,0,1,Tuesday,DEL,4,5.443835616438356,4.8712328767123285
1,2013-07-03,2013-12-03,2013-12-03,44,4.545454545,0.0,70.46,0.0,0,0,0,Wednesday,BOM,2,0.4191780821917808,4.997260273972603
1,2013-02-02,2013-02-02,2014-12-01,57,3.50877193,1.754385965,143.67,0.058139535,0,0,0,Monday,BOM,3,1.8273972602739725,4.002739726027397
0,2013-03-07,2013-03-07,2013-06-07,3,0.0,0.0,61.96,0.666666667,0,0,0,Friday,MAA,0,0.25205479452054796,5.487671232876712
1,2013-05-05,2013-05-05,2013-07-14,33,78.78787879,0.0,64.53,0.028571429,0,0,0,Monday,MAA,27,0.1917808219178082,5.3863013698630136
0,2009-07-10,2009-07-10,2009-07-10,0,0.0,0.0,178.3,0.0,0,0,0,Thursday,DEL,0,0.0,9.4
0,2011-07-26,2011-07-27,2013-12-05,7,71.42857143,0.0,52.16,0.003053435,0,0,0,Wednesday,BOM,6,2.3643835616438356,4.991780821917808
1,2010-04-05,2011-07-03,2013-11-13,41,87.80487805,12.19512195,103.84,0.077393075,1,1,0,Thursday,DEL,37,3.610958904109589,5.052054794520548
1,2013-05-27,2013-05-28,2013-10-31,41,75.6097561,12.19512195,105.5,0.108974359,1,0,0,Thursday,DEL,32,0.4301369863013699,5.087671232876712
1,2013-06-26,2013-09-16,2013-09-16,23,60.86956522,8.695652174,52.95,0.0,1,0,0,Wednesday,MAA,15,0.22465753424657534,5.210958904109589
1,2011-05-18,2011-07-25,2013-10-21,46,32.60869565,8.695652174,60.31,0.006105006,0,1,0,Tuesday,BOM,15,2.43013698630137,5.115068493150685
0,2013-04-16,2013-04-19,2013-04-19,1,100.0,0.0,82.45,0.0,0,0,0,Tuesday,BLR,1,0.00821917808219178,5.6219178082191785
1,2012-08-28,2012-09-30,2013-03-01,33,18.18181818,0.0,66.26,0.073684211,1,0,0,Sunday,MAA,6,0.5068493150684932,5.756164383561644
1,2013-01-05,2013-01-05,2013-09-10,43,18.60465116,4.651162791,56.52,0.02484472,1,0,0,Monday,DEL,8,0.6794520547945205,5.227397260273973
1,2009-03-12,2011-01-23,2013-05-11,39,64.10256410000001,7.692307692000001,93.12,0.052114060999999996,1,0,0,Thursday,DEL,25,4.167123287671233,5.561643835616438
1,2010-07-09,2010-09-16,2013-09-30,46,10.86956522,0.0,114.56,0.066666667,1,0,0,Thursday,DEL,6,3.23013698630137,5.1726027397260275
1,2013-03-02,2013-05-02,2013-11-18,45,17.77777778,2.222222222,74.77,0.097902098,1,0,0,Wednesday,MAA,9,0.7150684931506849,5.038356164383561
1,2013-03-29,2013-03-29,2013-03-29,45,0.0,0.0,6.13,0.0,0,0,0,Thursday,DEL,0,0.0,5.67945205479452
1,2013-05-26,2013-06-07,2013-09-21,44,2.272727273,0.0,37.62,0.038961038999999996,1,0,0,Monday,DEL,2,0.3232876712328767,5.197260273972603
1,2013-06-16,2013-06-16,2013-11-26,51,37.25490196,5.882352941000001,58.02,0.10429447900000001,1,0,0,Monday,BOM,19,0.4465753424657534,5.016438356164383
1,2013-05-06,2013-06-07,2013-07-10,47,12.76595745,0.0,56.66,0.021505376,1,0,0,Wednesday,MAA,7,0.1780821917808219,5.397260273972603
1,2013-05-29,2013-06-28,2013-07-07,44,2.272727273,2.272727273,50.33,0.222222222,1,0,0,Wednesday,BOM,2,0.10684931506849316,5.405479452054794
1,2011-10-10,2011-10-10,2014-01-01,50,16.0,0.0,66.76,0.095823096,0,0,0,Wednesday,BOM,8,2.23013698630137,4.917808219178082
1,2012-08-28,2012-11-09,2014-01-16,60,13.33333333,8.333333332999999,97.22,0.101626016,1,1,1,Saturday,MAA,8,1.3863013698630138,4.876712328767123
1,2013-05-06,2013-06-06,2014-07-01,47,53.19148936,8.510638298,47.59,0.051162791,1,0,0,Wednesday,BOM,25,1.1534246575342466,4.421917808219178
1,2013-06-02,2013-07-03,2013-07-03,45,0.0,0.0,63.95,0.0,1,0,0,Friday,BOM,0,0.08493150684931507,5.416438356164384
1,2013-03-06,2013-06-19,2013-06-19,45,15.55555556,0.0,145.33,0.0,1,0,0,Wednesday,MAA,8,0.2876712328767123,5.454794520547945
0,2012-08-15,2012-08-15,2013-10-21,0,0.0,0.0,144.11,0.094907407,0,0,0,Friday,BOM,0,1.1835616438356165,5.115068493150685
1,2013-02-20,2013-02-22,2013-02-22,45,0.0,0.0,34.09,0.0,0,0,0,Wednesday,MAA,0,0.005479452054794521,5.7753424657534245
1,2013-09-04,2013-10-05,2013-10-05,45,0.0,0.0,262.73,0.0,0,0,0,Friday,MAA,0,0.08493150684931507,5.158904109589041
1,2012-01-10,2013-10-04,2013-10-04,45,0.0,0.0,110.6,0.0,0,0,0,Wednesday,DEL,0,1.7342465753424658,5.161643835616438
1,2012-09-03,2012-09-03,2013-12-20,57,8.771929825,7.01754386,60.76,0.021505376,0,0,0,Monday,DEL,6,1.295890410958904,4.950684931506849
1,2013-03-21,2013-06-24,2013-08-07,33,9.090909091,0.0,43.44,0.14285714300000002,0,0,0,Tuesday,MAA,4,0.38082191780821917,5.32054794520548
1,2013-02-03,2013-06-15,2013-06-17,45,8.888888889,0.0,55.31,1.0,0,0,0,Monday,DEL,5,0.36712328767123287,5.46027397260274
1,2013-07-06,2013-07-06,2013-07-06,45,0.0,0.0,45.57,0.0,1,0,0,Monday,MAA,0,0.0,5.4082191780821915
0,2013-05-26,2013-05-26,2013-05-26,0,0.0,0.0,24.9,0.0,1,0,0,Tuesday,DEL,0,0.0,5.52054794520548
1,2013-02-06,2013-03-06,2013-03-06,42,38.095238099999996,2.3809523809999997,50.8,0.0,1,0,0,Wednesday,BOM,17,0.07671232876712329,5.742465753424658
1,2011-10-25,2012-08-07,2013-11-18,50,18.0,2.0,84.48,0.004016064000000001,0,0,0,Monday,DEL,9,2.0684931506849313,5.038356164383561
1,2012-12-19,2013-04-17,2013-04-17,45,6.666666667,0.0,55.39,0.0,0,0,0,Saturday,MAA,4,0.32602739726027397,5.627397260273972
1,2010-08-21,2011-10-04,2013-04-02,46,2.173913043,0.0,73.44,0.036036036,0,0,0,Monday,DEL,1,2.6164383561643834,5.668493150684932
1,2012-08-28,2013-03-11,2013-11-16,34,47.05882353,14.70588235,96.94,0.153846154,0,0,0,Monday,MAA,17,1.2191780821917808,5.043835616438356
1,2013-04-15,2013-05-15,2014-01-13,82,12.19512195,3.658536585,78.73,0.18106995899999997,0,1,0,Tuesday,BOM,10,0.7479452054794521,4.884931506849315
1,2013-01-19,2013-01-22,2014-01-16,42,90.47619048,2.3809523809999997,92.1,0.09749303599999999,0,0,0,Thursday,BOM,39,0.9917808219178083,4.876712328767123
1,2013-05-06,2013-06-21,2013-06-21,46,17.39130435,2.173913043,99.76,0.0,1,0,0,Tuesday,BLR,9,0.12602739726027398,5.449315068493151
1,2010-08-13,2012-01-26,2014-01-13,59,3.389830508,1.694915254,133.96,0.038997214,1,0,1,Monday,DEL,2,3.421917808219178,4.884931506849315
1,2013-04-19,2013-04-19,2013-04-19,45,0.0,0.0,67.21,0.0,0,0,0,Wednesday,MAA,0,0.0,5.6219178082191785
1,2012-11-11,2012-11-11,2013-04-14,45,0.0,0.0,64.58,0.012987013,0,0,0,Monday,DEL,0,0.42191780821917807,5.635616438356164
0,2013-06-17,2013-06-18,2013-06-18,7,14.28571429,0.0,89.96,0.0,1,0,0,Saturday,BLR,2,0.0027397260273972603,5.457534246575342
0,2012-01-10,2013-02-13,2013-04-25,16,18.75,0.0,44.18,0.070422535,0,0,0,Wednesday,DEL,3,1.2904109589041095,5.605479452054794
0,2011-07-29,2011-08-08,2011-10-27,0,0.0,0.0,90.8,0.0375,1,0,0,Monday,DEL,0,0.2465753424657534,7.101369863013699
1,2010-10-31,2011-03-28,2013-02-18,47,0.0,0.0,72.98,0.038961038999999996,0,0,0,Monday,DEL,0,2.304109589041096,5.786301369863014
1,2013-02-21,2013-02-21,2013-02-21,45,2.222222222,2.222222222,70.3,0.0,1,0,0,Saturday,MAA,1,0.0,5.778082191780822
1,2013-01-06,2013-07-14,2013-10-25,43,74.41860465,4.651162791,102.82,0.029126213999999997,1,1,0,Monday,MAA,32,0.8,5.104109589041096
1,2013-07-07,2013-07-07,2014-12-01,49,51.02040816,6.12244898,102.46,0.084656085,1,0,1,Saturday,MAA,25,1.4027397260273973,4.002739726027397
0,2013-10-05,2013-12-05,2013-12-05,0,0.0,0.0,93.8,0.0,0,0,0,Monday,DEL,0,0.16712328767123288,4.991780821917808
0,2013-01-14,2013-01-14,2014-07-01,2,100.0,50.0,73.01,0.016759777,1,0,0,Friday,MAA,2,1.4602739726027398,4.421917808219178
1,2013-06-19,2013-09-24,2013-09-24,36,2.777777778,2.777777778,34.03,0.0,1,0,0,Wednesday,MAA,2,0.26575342465753427,5.189041095890411
0,2012-11-16,2012-11-19,2013-10-02,2,50.0,0.0,206.4,0.024096386,0,0,0,Monday,DEL,1,0.8767123287671232,5.167123287671233
1,2013-02-19,2013-02-19,2013-02-19,42,38.095238099999996,2.3809523809999997,55.22,0.0,0,0,0,Thursday,MAA,17,0.0,5.7835616438356166
1,2013-06-01,2013-11-27,2014-07-01,50,32.0,10.0,38.09,0.097560976,1,0,0,Tuesday,MAA,16,1.082191780821918,4.421917808219178
0,2013-03-06,2013-06-23,2013-06-23,0,0.0,0.0,99.26,0.0,1,0,0,Saturday,BLR,0,0.29863013698630136,5.443835616438356
1,2011-07-27,2011-07-27,2013-04-14,45,4.444444444,0.0,41.48,0.003189793,0,0,0,Friday,BOM,2,1.7178082191780821,5.635616438356164
1,2012-08-28,2013-05-28,2014-01-16,51,25.49019608,3.921568627,47.03,0.077253219,0,1,0,Saturday,MAA,14,1.3863013698630138,4.876712328767123
0,2008-11-13,2010-08-31,2011-06-20,0,0.0,0.0,33.45,0.044368600999999994,0,0,0,Wednesday,DEL,0,2.6,7.454794520547945
1,2010-08-11,2013-02-08,2013-02-08,42,4.7619047619999995,2.3809523809999997,88.84,0.0,0,0,0,Monday,DEL,3,2.4986301369863013,5.813698630136987
1,2013-06-23,2013-10-13,2013-11-14,33,42.42424242,3.03030303,109.0,0.0625,1,0,0,Monday,BOM,14,0.39452054794520547,5.049315068493151
1,2011-11-27,2011-12-13,2012-01-30,46,2.173913043,0.0,90.99,0.083333333,1,0,0,Tuesday,BOM,1,0.17534246575342466,6.841095890410959
1,2013-05-06,2013-06-30,2013-07-15,46,2.173913043,0.0,109.39,0.133333333,1,0,0,Tuesday,BOM,1,0.1917808219178082,5.383561643835616
1,2013-05-04,2013-12-04,2014-01-19,62,9.677419355,6.451612902999999,60.38,0.042553191,0,0,0,Monday,DEL,7,0.7123287671232876,4.868493150684931
0,2013-02-27,2013-08-11,2013-08-11,0,0.0,0.0,32.56,0.0,1,0,0,Tuesday,MAA,0,0.4520547945205479,5.30958904109589
1,2013-01-28,2013-03-03,2013-03-03,42,11.9047619,0.0,58.53,0.0,0,0,0,Tuesday,MAA,5,0.09315068493150686,5.750684931506849
0,2012-10-17,2013-01-28,2013-05-03,24,4.166666667,0.0,54.22,0.055555556,0,0,0,Tuesday,BOM,2,0.5424657534246575,5.583561643835616
0,2013-05-17,2013-05-17,2013-09-06,1,0.0,0.0,60.0,0.086956522,0,0,0,Monday,MAA,0,0.30684931506849317,5.238356164383561
0,2012-06-10,2013-12-03,2013-12-03,11,72.72727273,9.090909091,57.44,0.0,0,0,0,Saturday,MAA,9,1.4821917808219178,4.997260273972603
1,2009-10-11,2009-10-11,2013-11-19,36,75.0,0.0,206.94,0.012244898,1,0,0,Monday,DEL,27,4.109589041095891,5.035616438356165
1,2012-08-31,2012-09-27,2014-01-16,49,20.40816327,20.40816327,175.27,0.033613445,0,0,0,Friday,DEL,11,1.378082191780822,4.876712328767123
1,2011-05-23,2011-07-06,2013-02-25,47,6.382978723,2.127659574,56.79,0.007949125999999999,0,0,0,Tuesday,DEL,3,1.7643835616438357,5.767123287671233
1,2012-05-04,2012-05-04,2014-01-19,48,41.66666667,12.5,98.92,0.012232416000000001,1,0,0,Monday,BOM,21,1.7123287671232876,4.868493150684931
1,2010-09-29,2010-11-22,2013-11-20,52,1.9230769230000002,0.0,140.87,0.029250457,0,0,0,Thursday,DEL,1,3.1452054794520548,5.032876712328767
1,2012-07-08,2012-10-19,2013-07-18,37,78.37837838,2.702702703,98.81,0.014705882,0,0,0,Friday,MAA,30,1.0273972602739727,5.375342465753425
0,2013-04-13,2013-06-19,2013-06-19,0,0.0,0.0,49.47,0.0,1,0,0,Thursday,BOM,0,0.18356164383561643,5.454794520547945
1,2013-05-06,2013-07-17,2013-08-08,43,44.18604651,2.325581395,81.24,0.181818182,1,0,0,Friday,BOM,19,0.25753424657534246,5.317808219178082
0,2013-02-06,2013-03-06,2013-03-06,0,0.0,0.0,114.87,0.0,1,0,0,Tuesday,MAA,0,0.07671232876712329,5.742465753424658
1,2013-02-28,2013-05-03,2013-06-19,48,22.91666667,6.25,75.83,0.08490566,1,0,0,Thursday,MAA,12,0.3041095890410959,5.454794520547945
1,2013-04-13,2013-04-24,2013-06-05,45,0.0,0.0,102.23,0.166666667,0,0,0,Thursday,DEL,0,0.14520547945205478,5.493150684931507
1,2013-06-22,2013-06-22,2013-06-22,45,0.0,0.0,53.03,0.0,1,0,0,Monday,BOM,0,0.0,5.446575342465754
1,2013-03-23,2013-12-11,2013-12-11,49,2.040816327,0.0,40.02,0.0,0,0,0,Monday,BOM,2,0.7205479452054795,4.975342465753425
1,2013-03-19,2013-03-23,2014-07-01,50,10.0,8.0,75.33,0.05862069,0,0,0,Wednesday,MAA,5,1.284931506849315,4.421917808219178
1,2011-06-29,2011-06-29,2013-10-23,44,45.45454545,15.90909091,85.4,0.033057851,1,0,0,Thursday,DEL,20,2.3205479452054796,5.109589041095891
0,2013-01-07,2013-05-07,2013-05-07,0,0.0,0.0,70.67,0.0,1,0,0,Thursday,MAA,0,0.3287671232876712,5.572602739726028
0,2011-08-15,2011-08-16,2012-01-16,0,0.0,0.0,78.24,0.026143791,0,0,0,Tuesday,DEL,0,0.42191780821917807,6.879452054794521
1,2012-05-11,2012-05-11,2013-03-01,44,9.090909091,9.090909091,92.73,0.101694915,0,0,0,Friday,BOM,5,0.8054794520547945,5.756164383561644
1,2009-04-19,2009-07-05,2011-06-10,47,0.0,0.0,51.74,0.011337868000000001,0,0,0,Friday,DEL,0,2.1424657534246574,7.482191780821918
1,2013-02-15,2013-10-29,2013-10-29,39,0.0,0.0,111.21,0.0,0,0,0,Wednesday,BOM,0,0.7013698630136986,5.093150684931507
1,2011-08-08,2011-08-08,2012-04-12,44,29.54545455,2.272727273,58.66,0.051652893,0,0,0,Tuesday,BOM,14,0.6794520547945205,6.641095890410959
0,2013-04-19,2013-04-21,2013-04-25,0,0.0,0.0,22.1,0.5,0,0,0,Tuesday,BOM,0,0.01643835616438356,5.605479452054794
1,2013-01-29,2013-02-18,2013-04-14,45,13.33333333,2.222222222,48.65,0.054545455,0,0,0,Monday,DEL,6,0.2054794520547945,5.635616438356164
1,2013-03-22,2013-03-22,2013-03-22,45,0.0,0.0,51.17,0.0,0,0,0,Tuesday,BOM,0,0.0,5.698630136986301
1,2010-05-26,2011-03-22,2012-11-14,34,79.41176471,2.9411764710000003,134.4,0.024875622000000003,0,0,0,Thursday,DEL,28,2.473972602739726,6.049315068493151
0,2011-03-27,2011-04-25,2012-01-19,0,0.0,0.0,94.07,0.029739777000000002,0,0,0,Tuesday,BOM,0,0.8164383561643835,6.8712328767123285
1,2011-09-21,2012-08-01,2014-12-01,39,46.15384615,25.64102564,66.39,0.08027210900000001,1,0,0,Tuesday,DEL,18,3.197260273972603,4.002739726027397
1,2013-07-07,2013-07-07,2014-01-20,52,75.0,23.07692308,73.23,0.137055838,1,0,0,Tuesday,BOM,39,0.5397260273972603,4.865753424657535
1,2009-06-12,2010-04-01,2014-12-01,52,19.23076923,13.46153846,67.74,0.032675288999999996,1,0,0,Monday,DEL,10,5.473972602739726,4.002739726027397
1,2012-06-25,2012-08-15,2014-01-13,50,86.0,8.0,73.56,0.062015504000000006,1,0,0,Thursday,MAA,43,1.5534246575342465,4.884931506849315
1,2012-08-28,2012-09-17,2012-09-17,46,2.173913043,0.0,55.5,0.0,0,0,0,Tuesday,MAA,1,0.0547945205479452,6.208219178082191
1,2013-05-28,2013-05-29,2013-05-29,45,0.0,0.0,87.13,0.0,1,0,0,Thursday,MAA,0,0.0027397260273972603,5.512328767123288
1,2012-05-09,2012-05-09,2014-01-19,52,76.92307692,7.692307692000001,93.04,0.083832335,0,0,0,Monday,BOM,40,1.6986301369863013,4.868493150684931
1,2011-08-15,2011-08-15,2013-11-18,48,25.0,8.333333332999999,42.47,0.010895884,0,0,0,Tuesday,BOM,12,2.263013698630137,5.038356164383561
1,2011-01-19,2011-04-13,2013-01-12,47,4.255319149,2.127659574,62.86,0.086188993,0,0,0,Friday,DEL,3,1.9835616438356165,5.887671232876713
1,2010-10-21,2011-03-22,2013-03-12,50,8.0,4.0,116.17,0.019250253000000002,0,0,0,Tuesday,DEL,4,2.3917808219178083,5.726027397260274
1,2011-08-06,2011-08-06,2014-01-15,54,27.77777778,3.7037037039999996,55.14,0.128151261,0,0,0,Thursday,BOM,16,2.4465753424657533,4.879452054794521
1,2011-09-18,2011-10-10,2013-01-12,50,22.0,8.0,153.96,0.045977011,1,0,0,Monday,BOM,11,1.3205479452054794,5.887671232876713
1,2012-01-12,2013-10-30,2013-12-15,36,88.88888889,8.333333332999999,63.85,0.043478261,0,0,0,Thursday,MAA,33,1.926027397260274,4.964383561643835
1,2010-11-10,2011-01-30,2013-02-06,47,4.255319149,2.127659574,97.26,0.026932084,1,0,0,Monday,DEL,3,2.243835616438356,5.8191780821917805
1,2012-08-28,2013-03-27,2013-04-04,35,85.71428571,0.0,157.15,0.25,0,0,0,Saturday,MAA,30,0.6,5.663013698630137
0,2010-10-22,2011-08-03,2014-01-19,4,0.0,0.0,75.87,0.044847328,1,0,0,Tuesday,DEL,0,3.2465753424657535,4.868493150684931
1,2013-01-05,2013-10-06,2013-12-17,54,22.22222222,7.407407407000001,40.68,0.052631579000000005,0,1,0,Wednesday,BOM,12,0.947945205479452,4.958904109589041
1,2013-06-04,2013-07-04,2013-12-26,38,97.36842105,44.73684211,57.99,0.022813688,0,0,0,Tuesday,BOM,37,0.5616438356164384,4.934246575342466
1,2012-01-03,2012-01-03,2014-07-01,42,78.57142857,23.80952381,110.8,0.059084195,1,0,0,Friday,BOM,33,2.493150684931507,4.421917808219178
1,2013-07-07,2013-07-07,2013-07-07,45,8.888888889,4.444444444,50.87,0.0,1,0,0,Tuesday,MAA,5,0.0,5.405479452054794
1,2012-04-09,2012-04-09,2013-02-28,36,0.0,0.0,116.15,0.011299435,1,0,0,Sunday,MAA,0,0.8904109589041096,5.758904109589041
1,2012-08-28,2012-08-28,2012-08-28,35,2.857142857,0.0,88.66,0.0,0,0,0,Sunday,DEL,1,0.0,6.263013698630137
1,2012-12-13,2012-12-13,2013-07-03,47,0.0,0.0,92.39,0.047619048,0,0,0,Friday,BOM,0,0.5534246575342465,5.416438356164384
1,2012-08-26,2012-08-26,2013-12-17,51,5.882352941000001,3.921568627,74.42,0.083682008,1,0,0,Monday,BOM,3,1.3095890410958904,4.958904109589041
1,2013-02-15,2013-02-15,2013-05-19,44,25.0,4.545454545,55.45,0.032258065,0,0,0,Tuesday,MAA,11,0.2547945205479452,5.53972602739726
1,2013-04-06,2013-06-07,2013-06-07,45,2.222222222,0.0,91.1,0.0,1,0,0,Monday,MAA,1,0.16986301369863013,5.487671232876712
1,2011-03-30,2011-05-05,2013-05-06,48,4.166666667,2.083333333,88.73,0.040682415,0,0,0,Thursday,DEL,3,2.1041095890410957,5.575342465753424
1,2013-06-28,2013-07-23,2013-08-28,47,2.127659574,0.0,64.53,0.111111111,1,0,0,Thursday,MAA,1,0.16712328767123288,5.263013698630137
1,2011-01-19,2012-06-25,2014-01-13,46,47.82608696,34.782608700000004,28.06,0.033509699999999996,1,0,0,Friday,BOM,23,2.9863013698630136,4.884931506849315
0,2013-03-23,2013-10-06,2013-10-06,0,0.0,0.0,112.37,0.0,0,0,0,Wednesday,BOM,0,0.5397260273972603,5.156164383561644
1,2011-07-11,2011-11-15,2013-12-17,42,30.95238095,19.04761905,66.84,0.007863696,0,0,0,Tuesday,DEL,13,2.4383561643835616,4.958904109589041
1,2013-03-07,2013-03-07,2013-04-08,35,74.28571429,5.714285714,86.1,0.09375,1,0,0,Monday,BOM,27,0.08767123287671233,5.652054794520548
1,2012-12-25,2013-06-04,2013-06-04,38,28.94736842,7.894736842,52.97,0.0,0,0,0,Saturday,BLR,11,0.4410958904109589,5.495890410958904
1,2012-01-31,2012-06-02,2013-05-08,42,33.33333333,7.142857143,86.63,0.027472527000000004,1,0,0,Tuesday,BOM,14,1.2684931506849315,5.5698630136986305
1,2012-04-27,2012-07-05,2014-01-19,43,34.88372093,2.325581395,118.8,0.07073955,0,0,0,Wednesday,BOM,15,1.7315068493150685,4.868493150684931
1,2012-05-17,2012-05-20,2013-04-17,47,2.127659574,2.127659574,75.84,0.024096386,0,0,0,Monday,BOM,1,0.9178082191780822,5.627397260273972
1,2011-09-14,2011-09-14,2014-12-01,60,1.6666666669999999,0.0,109.87,0.043478261,1,0,0,Monday,DEL,2,3.2164383561643834,4.002739726027397
1,2011-06-11,2011-11-16,2011-12-13,30,83.33333333,16.66666667,69.58,0.074074074,0,0,0,Wednesday,DEL,25,0.5068493150684932,6.972602739726027
1,2013-02-06,2013-07-23,2013-07-23,46,23.91304348,0.0,80.72,0.0,1,0,0,Thursday,BLR,12,0.4575342465753425,5.361643835616438
1,2011-07-26,2011-07-27,2013-11-12,43,53.48837209,34.88372093,58.15,0.020737327,1,0,0,Wednesday,BOM,23,2.3013698630136985,5.054794520547945
1,2011-05-13,2011-05-18,2013-11-14,54,3.7037037039999996,1.8518518519999998,45.76,0.007683864,0,0,0,Thursday,BOM,3,2.5095890410958903,5.049315068493151
1,2013-05-06,2013-06-06,2013-06-06,45,0.0,0.0,90.84,0.0,1,0,0,Friday,DEL,0,0.08493150684931507,5.49041095890411
0,2010-03-09,2012-04-12,2013-04-22,0,0.0,0.0,55.88,0.136690647,0,0,0,Tuesday,DEL,0,3.1232876712328768,5.6136986301369864
1,2013-04-13,2013-09-17,2014-01-19,58,74.13793103,25.86206897,62.65,0.20967741899999998,0,1,1,Wednesday,MAA,43,0.7698630136986301,4.868493150684931
1,2013-02-16,2013-03-03,2013-08-18,35,65.71428571,20.0,53.8,0.011904762,0,0,0,Monday,BOM,23,0.5013698630136987,5.2904109589041095
1,2012-03-02,2012-03-02,2012-03-15,37,62.16216216,2.702702703,28.07,0.097560976,1,0,0,Friday,DEL,23,0.03561643835616438,6.717808219178083
0,2011-03-10,2011-03-10,2014-08-01,2,100.0,100.0,68.42,0.018115942,0,0,0,Thursday,DEL,2,3.3972602739726026,4.336986301369863
0,2010-04-26,2011-08-08,2013-08-07,0,0.0,0.0,127.32,0.002857143,1,0,0,Tuesday,BOM,0,3.2849315068493152,5.32054794520548
1,2013-03-15,2013-09-04,2013-09-04,30,80.0,3.333333333,54.6,0.0,0,0,0,Wednesday,BOM,24,0.473972602739726,5.243835616438356
1,2013-02-03,2013-03-21,2013-03-21,45,0.0,0.0,33.1,0.0,0,0,0,Friday,BOM,0,0.12602739726027398,5.701369863013698
1,2010-10-27,2012-05-21,2013-08-12,43,67.44186047,9.302325581,97.93,0.022968198,1,0,0,Monday,BOM,30,2.7945205479452055,5.306849315068493
1,2013-04-16,2013-04-17,2013-04-17,45,2.222222222,0.0,50.93,0.0,0,0,0,Tuesday,BOM,1,0.0027397260273972603,5.627397260273972
1,2013-04-20,2013-10-21,2013-10-21,41,14.63414634,4.87804878,56.41,0.0,1,0,0,Tuesday,BOM,6,0.5041095890410959,5.115068493150685
0,2012-12-28,2012-12-28,2012-12-28,0,0.0,0.0,71.75,0.0,1,0,0,Friday,DEL,0,0.0,5.928767123287671
1,2013-04-25,2013-06-06,2013-10-14,35,71.42857143,5.714285714,98.28,0.038461537999999997,0,0,0,Tuesday,DEL,26,0.4712328767123288,5.134246575342465
1,2010-06-21,2011-01-27,2013-10-27,34,91.17647059,5.882352941000001,101.06,0.03685259,1,0,0,Monday,DEL,32,3.3534246575342466,5.098630136986301
1,2012-08-28,2012-08-30,2014-05-01,44,90.90909091,13.63636364,131.33,0.058823529000000006,1,1,1,Tuesday,MAA,41,1.673972602739726,4.589041095890411
